instant,season,yr,mnth,time,holiday,weekday,workingday,weather,temp,feeltemp,humidity,windspeed,casual,registered,count
12712,2,1,6,4,0,1,1,2,25.42,29.545,73,8.9981,45,317,362
12713,2,1,6,4,0,1,1,2,25.42,29.545,73,7.0015,35,238,273
12714,2,1,6,1,0,1,1,2,25.42,29.545,73,11.0014,21,143,164
12715,2,1,6,1,0,1,1,3,24.6,28.79,78,12.998,17,57,74
12716,2,1,6,1,0,2,1,2,24.6,28.79,78,11.0014,5,30,35
12717,2,1,6,1,0,2,1,2,24.6,28.79,78,11.0014,1,13,14
12718,2,1,6,1,0,2,1,2,24.6,28.79,78,8.9981,1,14,15
12719,2,1,6,1,0,2,1,2,24.6,28.79,78,7.0015,1,7,8
12720,2,1,6,1,0,2,1,2,24.6,28.79,78,8.9981,1,9,10
12721,2,1,6,1,0,2,1,2,24.6,28.79,78,12.998,3,34,37
12722,2,1,6,1,0,2,1,2,24.6,28.79,78,7.0015,9,152,161
12723,2,1,6,2,0,2,1,2,24.6,28.79,78,8.9981,18,462,480
12724,2,1,6,2,0,2,1,2,24.6,28.79,78,11.0014,40,633,673
12725,2,1,6,2,0,2,1,1,26.24,30.305,73,6.0032,40,288,328
12726,2,1,6,3,0,2,1,1,26.24,30.305,73,6.0032,44,136,180
12727,2,1,6,3,0,2,1,1,27.06,31.06,69,8.9981,56,174,230
12728,2,1,6,3,0,2,1,1,28.7,32.575,65,6.0032,70,222,292
12729,2,1,6,3,0,2,1,1,30.34,34.09,58,8.9981,69,203,272
12730,2,1,6,3,0,2,1,1,31.16,35.605,58,7.0015,61,166,227
12731,2,1,6,3,0,2,1,1,31.98,37.12,59,11.0014,72,187,259
12732,2,1,6,3,0,2,1,1,32.8,37.88,55,15.0013,48,286,334
12733,2,1,6,3,0,2,1,1,32.8,37.88,55,12.998,86,725,811
12734,2,1,6,4,0,2,1,1,32.8,37.88,55,11.0014,91,704,795
12735,2,1,6,4,0,2,1,1,32.8,38.635,59,15.0013,82,432,514
12736,2,1,6,4,0,2,1,1,32.8,37.88,55,16.9979,59,399,458
12737,2,1,6,4,0,2,1,1,31.16,35.605,62,11.0014,37,239,276
12738,2,1,6,1,0,2,1,1,29.52,34.85,79,6.0032,51,240,291
12739,2,1,6,1,0,2,1,1,29.52,34.85,79,8.9981,23,102,125
12740,2,1,6,1,0,3,1,1,28.7,33.335,79,12.998,5,48,53
12741,2,1,6,1,0,3,1,1,27.88,31.82,79,12.998,7,20,27
12742,2,1,6,1,0,3,1,1,27.06,30.305,83,11.0014,1,5,6
12743,2,1,6,1,0,3,1,1,27.06,30.305,83,8.9981,2,6,8
12744,2,1,6,1,0,3,1,1,27.06,30.305,83,6.0032,1,6,7
12745,2,1,6,1,0,3,1,1,27.06,30.305,83,6.0032,2,37,39
12746,2,1,6,1,0,3,1,2,26.24,28.79,89,6.0032,9,156,165
12747,2,1,6,2,0,3,1,2,27.06,29.545,89,0,20,444,464
12748,2,1,6,2,0,3,1,2,28.7,33.335,79,7.0015,43,600,643
12749,2,1,6,2,0,3,1,2,29.52,34.85,74,0,40,276,316
12750,2,1,6,3,0,3,1,1,33.62,38.635,52,8.9981,41,126,167
12751,2,1,6,3,0,3,1,1,34.44,39.395,49,12.998,54,134,188
12752,2,1,6,3,0,3,1,1,35.26,40.15,47,11.0014,30,150,180
12753,2,1,6,3,0,3,1,1,35.26,39.395,44,7.0015,48,163,211
12754,2,1,6,3,0,3,1,1,36.08,40.15,39,12.998,56,134,190
12755,2,1,6,3,0,3,1,1,36.9,40.91,35,0,36,143,179
12756,2,1,6,3,0,3,1,1,36.9,40.91,35,7.0015,51,284,335
12757,2,1,6,3,0,3,1,1,36.9,40.91,37,0,80,611,691
12758,2,1,6,4,0,3,1,1,36.9,40.91,37,0,81,591,672
12759,2,1,6,4,0,3,1,1,36.08,39.395,37,16.9979,90,449,539
12760,2,1,6,4,0,3,1,1,35.26,38.635,39,15.0013,81,326,407
12761,2,1,6,4,0,3,1,1,34.44,37.88,44,6.0032,42,302,344
12762,2,1,6,1,0,3,1,1,33.62,37.88,46,7.0015,31,226,257
12763,2,1,6,1,0,3,1,1,31.98,37.12,59,7.0015,21,102,123
12764,3,1,6,1,0,4,1,1,30.34,34.85,70,6.0032,16,53,69
12765,3,1,6,1,0,4,1,1,29.52,34.85,79,8.9981,2,16,18
12766,3,1,6,1,0,4,1,1,29.52,34.85,79,7.0015,11,7,18
12767,3,1,6,1,0,4,1,1,29.52,34.85,74,0,3,8,11
12768,3,1,6,1,0,4,1,1,28.7,33.335,84,6.0032,1,11,12
12769,3,1,6,1,0,4,1,1,28.7,33.335,84,7.0015,3,37,40
12770,3,1,6,1,0,4,1,2,28.7,33.335,84,6.0032,3,147,150
12771,3,1,6,2,0,4,1,2,28.7,33.335,84,6.0032,26,437,463
12772,3,1,6,2,0,4,1,1,30.34,34.85,70,0,27,563,590
12773,3,1,6,2,0,4,1,1,32.8,37.88,55,12.998,32,224,256
12774,3,1,6,3,0,4,1,1,34.44,39.395,49,7.0015,36,114,150
12775,3,1,6,3,0,4,1,1,35.26,39.395,41,8.9981,40,121,161
12776,3,1,6,3,0,4,1,1,36.9,40.91,35,12.998,33,182,215
12777,3,1,6,3,0,4,1,1,36.9,40.91,35,0,31,141,172
12778,3,1,6,3,0,4,1,1,36.08,39.395,37,11.0014,27,149,176
12779,3,1,6,3,0,4,1,1,37.72,41.665,33,11.0014,40,154,194
12780,3,1,6,3,0,4,1,1,36.9,40.91,35,8.9981,37,283,320
12781,3,1,6,3,0,4,1,1,36.08,39.395,37,0,80,535,615
12782,3,1,6,4,0,4,1,1,35.26,39.395,41,12.998,78,562,640
12783,3,1,6,4,0,4,1,1,36.08,40.15,39,15.0013,84,415,499
12784,3,1,6,4,0,4,1,1,35.26,39.395,44,12.998,79,357,436
12785,3,1,6,4,0,4,1,1,33.62,38.635,52,12.998,55,256,311
12786,3,1,6,1,0,4,1,1,32.8,39.395,63,11.0014,22,221,243
12787,3,1,6,1,0,4,1,1,32.8,38.635,59,6.0032,12,134,146
12788,3,1,6,1,0,5,1,2,31.16,36.365,70,7.0015,16,77,93
12789,3,1,6,1,0,5,1,1,31.16,37.12,75,11.0014,3,28,31
12790,3,1,6,1,0,5,1,1,30.34,35.605,79,0,0,12,12
12791,3,1,6,1,0,5,1,1,30.34,35.605,79,0,1,6,7
12792,3,1,6,1,0,5,1,2,31.16,36.365,66,0,3,7,10
12793,3,1,6,1,0,5,1,2,30.34,34.85,66,6.0032,3,35,38
12794,3,1,6,1,0,5,1,2,30.34,34.85,66,0,4,118,122
12795,3,1,6,2,0,5,1,1,30.34,34.09,58,11.0014,19,340,359
12796,3,1,6,2,0,5,1,1,31.16,34.85,55,8.9981,49,564,613
12797,3,1,6,2,0,5,1,1,31.16,35.605,58,15.0013,55,278,333
12798,3,1,6,3,0,5,1,1,32.8,37.12,52,23.9994,52,133,185
12799,3,1,6,3,0,5,1,1,32.8,37.12,49,11.0014,76,160,236
12800,3,1,6,3,0,5,1,1,34.44,39.395,49,8.9981,63,191,254
12801,3,1,6,3,0,5,1,1,36.08,40.15,39,15.0013,72,228,300
12802,3,1,6,3,0,5,1,1,36.08,40.15,39,15.0013,65,198,263
12803,3,1,6,3,0,5,1,1,36.9,40.91,35,23.9994,72,212,284
12804,3,1,6,3,0,5,1,1,36.9,40.15,31,15.0013,67,313,380
12805,3,1,6,3,0,5,1,2,33.62,36.365,38,11.0014,95,551,646
12806,3,1,6,4,0,5,1,2,32.8,37.88,55,12.998,62,443,505
12807,3,1,6,4,0,5,1,2,31.16,34.85,55,35.0008,45,317,362
12808,3,1,6,4,0,5,1,2,31.16,34.85,55,35.0008,31,171,202
12809,3,1,6,4,0,5,1,3,27.88,31.82,65,19.0012,40,177,217
12810,3,1,6,1,0,5,1,1,27.88,31.82,69,8.9981,42,155,197
12811,3,1,6,1,0,5,1,2,27.06,31.06,74,0,29,145,174
12812,3,1,6,1,0,6,0,1,26.24,28.79,83,0,14,102,116
12813,3,1,6,1,0,6,0,1,27.06,30.305,78,8.9981,16,107,123
12814,3,1,6,1,0,6,0,2,26.24,28.79,83,12.998,18,75,93
12815,3,1,6,1,0,6,0,2,26.24,28.79,83,6.0032,10,32,42
12816,3,1,6,1,0,6,0,2,26.24,28.79,83,11.0014,6,13,19
12817,3,1,6,1,0,6,0,2,26.24,28.79,83,12.998,1,11,12
12818,3,1,6,1,0,6,0,1,26.24,28.79,83,6.0032,10,37,47
12819,3,1,6,2,0,6,0,1,26.24,28.79,83,11.0014,19,59,78
12820,3,1,6,2,0,6,0,1,27.88,31.82,69,15.0013,34,133,167
12821,3,1,6,2,0,6,0,1,29.52,34.09,62,12.998,85,247,332
12822,3,1,6,3,0,6,0,1,30.34,34.09,55,12.998,177,317,494
12823,3,1,6,3,0,6,0,1,31.16,34.09,48,15.0013,167,349,516
12824,3,1,6,3,0,6,0,1,32.8,36.365,43,12.998,203,399,602
12825,3,1,6,3,0,6,0,1,33.62,36.365,34,12.998,226,338,564
12826,3,1,6,3,0,6,0,1,31.98,34.09,33,16.9979,238,371,609
12827,3,1,6,3,0,6,0,1,34.44,36.365,30,22.0028,217,266,483
12828,3,1,6,3,0,6,0,1,34.44,35.605,26,19.9995,196,317,513
12829,3,1,6,3,0,6,0,1,33.62,35.605,26,16.9979,214,316,530
12830,3,1,6,4,0,6,0,1,33.62,35.605,26,19.9995,194,287,481
12831,3,1,6,4,0,6,0,1,32.8,34.85,27,12.998,185,240,425
12832,3,1,6,4,0,6,0,1,31.98,34.09,31,12.998,158,228,386
12833,3,1,6,4,0,6,0,1,31.16,33.335,33,8.9981,99,223,322
12834,3,1,6,1,0,6,0,1,30.34,32.575,37,7.0015,101,178,279
12835,3,1,6,1,0,6,0,1,29.52,32.575,44,0,69,156,225
12836,3,1,6,1,0,0,0,1,28.7,32.575,51,0,31,132,163
12837,3,1,6,1,0,0,0,2,27.88,31.82,54,6.0032,39,88,127
12838,3,1,6,1,0,0,0,2,27.88,31.82,51,0,34,80,114
12839,3,1,6,1,0,0,0,2,27.06,31.06,65,6.0032,19,41,60
12840,3,1,6,1,0,0,0,2,27.06,31.06,65,0,4,9,13
12841,3,1,6,1,0,0,0,1,25.42,30.305,69,8.9981,1,7,8
12842,3,1,6,1,0,0,0,1,26.24,30.305,65,11.0014,6,19,25
12843,3,1,6,2,0,0,0,1,26.24,30.305,69,7.0015,23,48,71
12844,3,1,6,2,0,0,0,1,28.7,32.575,58,0,38,103,141
12845,3,1,6,2,0,0,0,1,29.52,33.335,51,0,63,169,232
12846,3,1,6,3,0,0,0,1,31.16,34.09,40,0,161,291,452
12847,3,1,6,3,0,0,0,1,31.16,34.09,40,8.9981,215,291,506
12848,3,1,6,3,0,0,0,1,32.8,34.85,33,15.0013,227,329,556
12849,3,1,6,3,0,0,0,1,32.8,34.85,33,19.0012,237,348,585
12850,3,1,6,3,0,0,0,1,34.44,36.365,30,19.9995,253,298,551
12851,3,1,6,3,0,0,0,1,35.26,37.12,28,15.0013,197,290,487
12852,3,1,6,3,0,0,0,1,34.44,36.365,30,16.9979,181,280,461
12853,3,1,6,3,0,0,0,1,34.44,36.365,32,16.9979,203,329,532
12854,3,1,6,4,0,0,0,1,33.62,36.365,34,16.9979,186,348,534
12855,3,1,6,4,0,0,0,1,32.8,35.605,38,19.9995,176,247,423
12856,3,1,6,4,0,0,0,1,31.98,34.85,46,16.9979,108,224,332
12857,3,1,6,4,0,0,0,1,31.16,34.85,55,15.0013,76,177,253
12858,3,1,6,1,0,0,0,1,30.34,34.09,55,7.0015,53,125,178
12859,3,1,6,1,0,0,0,1,30.34,34.09,58,7.0015,20,67,87
12860,3,1,6,1,0,1,1,1,29.52,34.09,62,16.9979,31,37,68
12861,3,1,6,1,0,1,1,1,28.7,32.575,65,15.0013,11,20,31
12862,3,1,6,1,0,1,1,1,28.7,32.575,70,15.0013,4,10,14
12863,3,1,6,1,0,1,1,1,27.88,31.82,69,16.9979,1,4,5
12864,3,1,6,1,0,1,1,1,27.06,30.305,78,16.9979,0,4,4
12865,3,1,6,1,0,1,1,1,27.06,31.06,74,11.0014,1,42,43
12866,3,1,6,1,0,1,1,1,26.24,29.545,78,11.0014,11,147,158
12867,3,1,6,2,0,1,1,1,27.06,31.06,74,15.0013,30,455,485
12868,3,1,6,2,0,1,1,1,27.06,31.06,69,12.998,53,555,608
12869,3,1,6,2,0,1,1,1,28.7,32.575,65,12.998,37,231,268
12870,3,1,6,3,0,1,1,1,31.16,34.85,55,11.0014,58,126,184
12871,3,1,6,3,0,1,1,1,32.8,36.365,43,22.0028,54,127,181
12872,3,1,6,3,0,1,1,2,31.16,34.09,45,19.9995,74,196,270
12873,3,1,6,3,0,1,1,1,29.52,33.335,51,19.9995,79,181,260
12874,3,1,6,3,0,1,1,1,31.98,34.85,43,16.9979,90,161,251
12875,3,1,6,3,0,1,1,1,31.98,34.09,38,31.0009,65,168,233
12876,3,1,6,3,0,1,1,1,32.8,34.85,31,26.0027,104,310,414
12877,3,1,6,3,0,1,1,1,32.8,34.09,24,31.0009,76,757,833
12878,3,1,6,4,0,1,1,1,31.16,33.335,27,30.0026,100,691,791
12879,3,1,6,4,0,1,1,1,30.34,32.575,27,31.0009,74,508,582
12880,3,1,6,4,0,1,1,1,29.52,32.575,30,30.0026,100,375,475
12881,3,1,6,4,0,1,1,1,27.88,31.06,30,22.0028,50,281,331
12882,3,1,6,1,0,1,1,1,27.06,31.06,29,26.0027,21,166,187
12883,3,1,6,1,0,1,1,1,26.24,31.06,33,22.0028,15,88,103
12884,3,1,6,1,0,2,1,1,25.42,31.06,33,22.0028,8,29,37
12885,3,1,6,1,0,2,1,1,24.6,31.06,35,26.0027,11,19,30
12886,3,1,6,1,0,2,1,1,22.96,26.515,43,19.0012,2,7,9
12887,3,1,6,1,0,2,1,1,22.14,25.76,45,19.0012,2,7,9
12888,3,1,6,1,0,2,1,1,22.14,25.76,45,19.9995,1,9,10
12889,3,1,6,1,0,2,1,1,21.32,25,48,26.0027,3,36,39
12890,3,1,6,1,0,2,1,1,21.32,25,52,19.9995,12,176,188
12891,3,1,6,2,0,2,1,1,21.32,25,52,23.9994,21,531,552
12892,3,1,6,2,0,2,1,1,22.96,26.515,49,22.0028,34,622,656
12893,3,1,6,2,0,2,1,1,23.78,27.275,46,27.9993,30,298,328
12894,3,1,6,3,0,2,1,1,25.42,31.06,41,23.9994,37,153,190
12895,3,1,6,3,0,2,1,1,26.24,31.06,36,27.9993,46,189,235
12896,3,1,6,3,0,2,1,1,27.06,31.06,34,30.0026,80,228,308
12897,3,1,6,3,0,2,1,1,28.7,31.82,30,31.0009,74,232,306
12898,3,1,6,3,0,2,1,1,28.7,31.82,30,31.0009,81,186,267
12899,3,1,6,3,0,2,1,1,29.52,32.575,28,31.0009,88,229,317
12900,3,1,6,3,0,2,1,1,29.52,31.82,26,32.9975,67,349,416
12901,3,1,6,3,0,2,1,1,29.52,32.575,28,27.9993,104,796,900
12902,3,1,6,4,0,2,1,1,29.52,32.575,28,23.9994,105,719,824
12903,3,1,6,4,0,2,1,1,29.52,32.575,28,15.0013,83,529,612
12904,3,1,6,4,0,2,1,1,28.7,31.82,30,19.0012,88,417,505
12905,3,1,6,4,0,2,1,1,27.88,31.82,34,12.998,61,267,328
12906,3,1,6,1,0,2,1,1,27.06,31.06,34,16.9979,26,219,245
12907,3,1,6,1,0,2,1,1,25.42,31.06,41,8.9981,13,118,131
12908,3,1,6,1,0,3,1,1,25.42,31.06,41,12.998,15,39,54
12909,3,1,6,1,0,3,1,1,24.6,31.06,43,11.0014,5,18,23
12910,3,1,6,1,0,3,1,1,22.96,26.515,49,8.9981,2,12,14
12911,3,1,6,1,0,3,1,1,23.78,27.275,46,6.0032,1,7,8
12912,3,1,6,1,0,3,1,1,24.6,31.06,40,16.9979,0,11,11
12913,3,1,6,1,0,3,1,1,24.6,31.06,43,19.0012,2,34,36
12914,3,1,6,1,0,3,1,1,23.78,27.275,46,19.0012,7,193,200
12915,3,1,6,2,0,3,1,1,24.6,31.06,43,23.9994,29,498,527
12916,3,1,6,2,0,3,1,1,25.42,31.06,43,22.0028,49,638,687
12917,3,1,6,2,0,3,1,1,27.06,31.06,41,23.9994,29,253,282
12918,3,1,6,3,0,3,1,1,28.7,31.82,37,16.9979,34,138,172
12919,3,1,6,3,0,3,1,1,30.34,32.575,30,22.0028,64,145,209
12920,3,1,6,3,0,3,1,1,31.16,33.335,29,19.9995,77,245,322
12921,3,1,6,3,0,3,1,1,32.8,34.85,27,22.0028,77,244,321
12922,3,1,6,3,0,3,1,1,32.8,34.09,24,23.9994,78,192,270
12923,3,1,6,3,0,3,1,1,32.8,34.85,26,31.0009,61,188,249
12924,3,1,6,3,0,3,1,1,33.62,34.85,24,30.0026,55,337,392
12925,3,1,6,3,0,3,1,1,33.62,34.85,24,26.0027,113,730,843
12926,3,1,6,4,0,3,1,1,32.8,34.85,27,22.0028,85,719,804
12927,3,1,6,4,0,3,1,1,31.98,34.09,29,22.0028,101,542,643
12928,3,1,6,4,0,3,1,1,31.16,33.335,31,12.998,76,369,445
12929,3,1,6,4,0,3,1,1,30.34,32.575,35,8.9981,54,313,367
12930,3,1,6,1,0,3,1,1,29.52,32.575,39,6.0032,52,245,297
12931,3,1,6,1,0,3,1,1,27.88,31.82,47,8.9981,11,148,159
12932,3,1,6,1,0,4,1,1,27.06,31.06,50,7.0015,2,52,54
12933,3,1,6,1,0,4,1,1,27.06,31.06,54,0,11,14,25
12934,3,1,6,1,0,4,1,1,27.06,31.06,50,6.0032,1,12,13
12935,3,1,6,1,0,4,1,1,27.06,31.06,50,6.0032,1,6,7
12936,3,1,6,1,0,4,1,1,25.42,30.305,61,7.0015,0,11,11
12937,3,1,6,1,0,4,1,1,25.42,31.06,57,6.0032,8,39,47
12938,3,1,6,1,0,4,1,1,25.42,31.06,57,6.0032,8,185,193
12939,3,1,6,2,0,4,1,1,25.42,30.305,61,7.0015,24,484,508
12940,3,1,6,2,0,4,1,1,27.06,31.06,50,8.9981,40,577,617
12941,3,1,6,2,0,4,1,1,28.7,32.575,54,11.0014,33,318,351
12942,3,1,6,3,0,4,1,1,30.34,33.335,48,12.998,40,144,184
12943,3,1,6,3,0,4,1,1,32.8,34.85,31,12.998,41,170,211
12944,3,1,6,3,0,4,1,1,34.44,35.605,26,19.0012,49,227,276
12945,3,1,6,3,0,4,1,1,35.26,37.12,26,15.0013,31,205,236
12946,3,1,6,3,0,4,1,1,35.26,36.365,25,22.0028,66,188,254
12947,3,1,6,3,0,4,1,1,35.26,36.365,25,22.0028,24,195,219
12948,3,1,6,3,0,4,1,1,36.08,37.12,23,12.998,56,331,387
12949,3,1,6,3,0,4,1,1,36.08,37.12,22,12.998,71,634,705
12950,3,1,6,4,0,4,1,1,35.26,36.365,25,15.0013,100,597,697
12951,3,1,6,4,0,4,1,1,34.44,36.365,30,19.9995,79,492,571
12952,3,1,6,4,0,4,1,1,33.62,36.365,34,12.998,71,399,470
12953,3,1,6,4,0,4,1,1,31.16,34.85,55,12.998,89,309,398
12954,3,1,6,1,0,4,1,1,31.16,34.85,52,11.0014,50,224,274
12955,3,1,6,1,0,4,1,1,30.34,33.335,48,8.9981,26,145,171
12956,3,1,6,1,0,5,1,1,30.34,33.335,48,8.9981,24,90,114
12957,3,1,6,1,0,5,1,1,30.34,33.335,51,11.0014,9,33,42
12958,3,1,6,1,0,5,1,1,29.52,33.335,58,12.998,3,15,18
12959,3,1,6,1,0,5,1,1,29.52,33.335,58,12.998,3,5,8
12960,3,1,6,1,0,5,1,1,28.7,32.575,65,11.0014,1,9,10
12961,3,1,6,1,0,5,1,1,28.7,32.575,61,7.0015,6,39,45
12962,3,1,6,1,0,5,1,2,28.7,32.575,61,11.0014,15,148,163
12963,3,1,6,2,0,5,1,1,28.7,32.575,61,7.0015,19,361,380
12964,3,1,6,2,0,5,1,2,30.34,34.09,55,7.0015,48,576,624
12965,3,1,6,2,0,5,1,1,31.16,34.85,55,11.0014,39,261,300
12966,3,1,6,3,0,5,1,1,36.9,41.665,39,19.9995,32,139,171
12967,3,1,6,3,0,5,1,2,36.9,42.425,42,19.0012,51,137,188
12968,3,1,6,3,0,5,1,2,37.72,43.94,40,16.9979,53,173,226
12969,3,1,6,3,0,5,1,1,38.54,43.94,38,12.998,45,194,239
12970,3,1,6,3,0,5,1,1,39.36,45.455,36,15.0013,49,184,233
12971,3,1,6,3,0,5,1,1,39.36,45.455,36,0,47,183,230
12972,3,1,6,3,0,5,1,1,39.36,45.455,36,0,59,292,351
12973,3,1,6,3,0,5,1,1,40.18,46.21,34,12.998,82,457,539
12974,3,1,6,4,0,5,1,1,39.36,43.18,31,0,50,414,464
12975,3,1,6,4,0,5,1,1,36.9,43.94,47,12.998,60,303,363
12976,3,1,6,4,0,5,1,1,37.72,44.695,42,16.9979,53,255,308
12977,3,1,6,4,0,5,1,2,35.26,41.665,53,12.998,41,195,236
12978,3,1,6,1,0,5,1,3,33.62,41.665,63,12.998,34,129,163
12979,3,1,6,1,0,5,1,3,33.62,41.665,63,12.998,6,42,48
12980,3,1,6,1,0,6,0,3,26.24,28.79,89,11.0014,4,65,69
12981,3,1,6,1,0,6,0,3,26.24,28.79,89,15.0013,3,55,58
12982,3,1,6,1,0,6,0,2,26.24,28.79,89,0,7,54,61
12983,3,1,6,1,0,6,0,2,26.24,28.79,89,0,3,20,23
12984,3,1,6,1,0,6,0,2,25.42,27.275,94,0,3,15,18
12985,3,1,6,1,0,6,0,1,26.24,28.79,89,11.0014,3,7,10
12986,3,1,6,1,0,6,0,1,26.24,28.79,89,11.0014,6,36,42
12987,3,1,6,2,0,6,0,1,26.24,28.79,89,11.0014,10,82,92
12988,3,1,6,2,0,6,0,1,26.24,28.79,89,11.0014,26,168,194
12989,3,1,6,2,0,6,0,1,26.24,28.79,89,11.0014,41,234,275
12990,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,96,308,404
12991,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,102,350,452
12992,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,143,328,471
12993,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,105,323,428
12994,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,114,295,409
12995,3,1,6,3,0,6,0,1,36.08,38.635,30,16.9979,117,287,404
12996,3,1,6,3,0,6,0,1,36.9,39.395,29,11.0014,109,264,373
12997,3,1,6,3,0,6,0,1,36.08,38.635,32,8.9981,131,231,362
12998,3,1,6,4,0,6,0,1,36.08,39.395,35,0,91,248,339
12999,3,1,6,4,0,6,0,1,34.44,37.88,44,16.9979,134,240,374
13000,3,1,6,4,0,6,0,1,33.62,38.635,52,11.0014,88,204,292
13001,3,1,6,4,0,6,0,1,33.62,38.635,52,11.0014,48,165,213
13002,3,1,6,1,0,6,0,1,31.98,37.12,62,11.0014,38,134,172
13003,3,1,6,1,0,6,0,1,31.98,37.12,62,6.0032,33,119,152
13004,3,1,7,1,0,0,0,1,31.16,36.365,66,0,27,122,149
13005,3,1,7,1,0,0,0,1,30.34,34.85,70,8.9981,12,81,93
13006,3,1,7,1,0,0,0,1,29.52,34.85,74,6.0032,21,69,90
13007,3,1,7,1,0,0,0,1,29.52,35.605,84,8.9981,6,27,33
13008,3,1,7,1,0,0,0,1,28.7,33.335,79,12.998,0,4,4
13009,3,1,7,1,0,0,0,1,27.88,31.82,79,7.0015,3,7,10
13010,3,1,7,1,0,0,0,1,28.7,33.335,79,6.0032,8,19,27
13011,3,1,7,2,0,0,0,1,30.34,34.85,70,0,13,37,50
13012,3,1,7,2,0,0,0,1,31.98,37.12,62,7.0015,36,106,142
13013,3,1,7,2,0,0,0,1,33.62,39.395,56,0,51,168,219
13014,3,1,7,3,0,0,0,1,35.26,39.395,44,19.9995,98,268,366
13015,3,1,7,3,0,0,0,1,36.08,40.15,39,15.0013,121,256,377
13016,3,1,7,3,0,0,0,1,36.9,40.91,37,15.0013,114,319,433
13017,3,1,7,3,0,0,0,1,37.72,41.665,33,16.9979,111,309,420
13018,3,1,7,3,0,0,0,1,37.72,41.665,33,16.9979,98,346,444
13019,3,1,7,3,0,0,0,1,36.9,40.91,37,19.0012,101,244,345
13020,3,1,7,3,0,0,0,1,37.72,41.665,33,19.9995,85,228,313
13021,3,1,7,3,0,0,0,1,37.72,40.15,26,19.9995,90,323,413
13022,3,1,7,4,0,0,0,1,36.08,38.635,32,23.9994,95,275,370
13023,3,1,7,4,0,0,0,1,34.44,37.12,39,8.9981,103,279,382
13024,3,1,7,4,0,0,0,1,34.44,37.12,39,8.9981,88,244,332
13025,3,1,7,4,0,0,0,1,34.44,37.12,39,8.9981,77,181,258
13026,3,1,7,1,0,0,0,1,33.62,37.12,43,8.9981,41,110,151
13027,3,1,7,1,0,0,0,3,31.98,35.605,52,11.0014,22,88,110
13028,3,1,7,1,0,1,1,2,31.16,35.605,58,15.0013,12,31,43
13029,3,1,7,1,0,1,1,2,31.16,35.605,58,12.998,3,14,17
13030,3,1,7,1,0,1,1,2,30.34,33.335,51,16.9979,1,14,15
13031,3,1,7,1,0,1,1,2,29.52,33.335,54,27.9993,0,5,5
13032,3,1,7,1,0,1,1,2,29.52,33.335,54,19.9995,2,10,12
13033,3,1,7,1,0,1,1,2,29.52,33.335,51,0,3,37,40
13034,3,1,7,1,0,1,1,1,28.7,32.575,58,7.0015,4,132,136
13035,3,1,7,2,0,1,1,1,30.34,33.335,51,7.0015,8,390,398
13036,3,1,7,2,0,1,1,1,31.16,34.85,52,12.998,20,548,568
13037,3,1,7,2,0,1,1,1,31.98,34.85,46,16.9979,56,239,295
13038,3,1,7,3,0,1,1,1,32.8,36.365,43,16.9979,70,104,174
13039,3,1,7,3,0,1,1,1,34.44,36.365,28,19.9995,67,134,201
13040,3,1,7,3,0,1,1,1,34.44,36.365,32,12.998,74,183,257
13041,3,1,7,3,0,1,1,1,35.26,37.88,34,15.0013,74,162,236
13042,3,1,7,3,0,1,1,1,35.26,37.88,34,15.0013,79,151,230
13043,3,1,7,3,0,1,1,1,34.44,37.12,36,12.998,59,175,234
13044,3,1,7,3,0,1,1,1,34.44,37.12,36,19.0012,61,304,365
13045,3,1,7,3,0,1,1,1,34.44,36.365,32,8.9981,82,665,747
13046,3,1,7,4,0,1,1,1,34.44,36.365,32,11.0014,72,658,730
13047,3,1,7,4,0,1,1,1,31.98,34.85,43,8.9981,71,510,581
13048,3,1,7,4,0,1,1,1,31.98,34.85,43,8.9981,38,357,395
13049,3,1,7,4,0,1,1,1,31.16,34.09,45,8.9981,17,241,258
13050,3,1,7,1,0,1,1,1,30.34,33.335,51,11.0014,19,169,188
13051,3,1,7,1,0,1,1,1,30.34,33.335,51,7.0015,12,90,102
13052,3,1,7,1,0,2,1,1,29.52,33.335,54,0,9,44,53
13053,3,1,7,1,0,2,1,1,29.52,33.335,58,0,5,9,14
13054,3,1,7,1,0,2,1,1,29.52,33.335,58,0,2,8,10
13055,3,1,7,1,0,2,1,1,28.7,32.575,65,8.9981,0,2,2
13056,3,1,7,1,0,2,1,1,27.88,31.82,65,7.0015,0,6,6
13057,3,1,7,1,0,2,1,1,28.7,32.575,61,0,2,33,35
13058,3,1,7,1,0,2,1,1,28.7,32.575,65,8.9981,5,149,154
13059,3,1,7,2,0,2,1,1,30.34,34.09,58,0,21,462,483
13060,3,1,7,2,0,2,1,1,30.34,34.09,62,6.0032,42,604,646
13061,3,1,7,2,0,2,1,1,32.8,37.12,49,11.0014,46,226,272
13062,3,1,7,3,0,2,1,1,33.62,37.12,43,15.0013,56,153,209
13063,3,1,7,3,0,2,1,1,35.26,37.88,34,12.998,66,151,217
